rec_est_id;rec_month_part;rec_year_part;rec_month_mf_antecipated;rec_month_mf_not_antecipated;rec_month_qtd_mov;rec_registered_month;emission_bill;linkou;linkou_pix;payment_bill_card;pos;pos_pix;tef;qtd_produtos;rec_monthly_category
1742;6;2022;86755.7;78453.38;74.0;39.0;0;1;1;0;1;0;0;3;3
1742;7;2022;12464.92;35477.0;56.0;40.0;0;1;1;0;1;0;0;3;3
1742;8;2022;12729.36;5004.0;37.0;41.0;0;1;0;0;1;0;0;2;3
1742;9;2022;9166.24;11190.0;53.0;42.0;0;1;1;0;1;0;0;3;3
1742;10;2022;22420.13;11503.25;41.0;43.0;0;1;1;0;1;0;0;3;3
1742;11;2022;18188.83;13175.4;32.0;44.0;0;1;0;0;1;0;0;2;3
1742;12;2022;175.0;18532.199999999997;53.0;45.0;0;1;1;0;1;0;0;3;3
1742;1;2023;175.0;12608.05;41.0;46.0;0;1;0;0;0;0;0;1;3
1742;2;2023;0.0;3748.0;11.0;47.0;0;1;0;0;0;0;0;1;3
1760;3;2021;5231.280000000001;155.24;195.0;24.0;0;0;0;0;1;0;0;1;3
1760;4;2021;2781.59;155.24;89.0;25.0;0;0;0;0;1;0;0;1;3
